Column1;Column2;Column3
1578;Finger Jets;1000
1579;Neonwall;2000
1580;Electroquest: Resistance is Futile;23000
1581;Galaxy Race;1000
1582;Telekinetic;1000
1583;Aiso;1000
1584;Cro Magnon;2000
1585;Egg Teacher VR;5000
1586;Draft Day Sports: Pro Football 2019;1000
1587;5 Star Hawaii Resort - Your Resort;6000
1588;Magicae Mundi;1000
1589;Zombie Head;2000
1590;Fuse Balls;1000
1591;Amanda's Sticker Book;3000
1592;DUCK CASINO: BULLET;1000
1593;A Gentlemanly Adventure;1000
1594;The Painter's Apprentice;1000
1595;Stonies;77000
1596;Epic Snowday Adventure;1000
1597;Santa's Workshop;1000
1598;Rolling Bird;19000
1599;Swap Swap;1000
1600;Tardy;10000
1601;Jelly Bomber;3000
1602;WISGR;2000
1603;Doodle Date;15000
1604;Super Skull Smash GO! 2 Turbo;1000
1605;OVERWHELM;42000
1606;Guns and Ghosts;3000
1607;Asteroid Deflector XL;1000
1608;LIBRARY;7000
1609;Reality Blender;9000
1610;LOGistICAL: South Africa;2000
1611;Prime Mover;8000
1612;Captain The Runner;3000
1613;Death Space;2000
1614;CROSS†CHANNEL: Steam Edition;1000
1615;City Defense;1000
1616;Spellwake;31000
1617;Doomsday on Demand;1000
1618;Gecata by Movavi 5 - Game Recording Software;3000
1619;Lonely shooter;1000
1620;WARMA;12000
1621;Glow Ball - Not A Billiard Puzzle Game;1000
1622;LINCH;19000
1623;Seishin - Virtual Rhythm;1000
1624;DDS(D.I.Y Drone Simulator) Demo;14000
1625;TOMORROW DON'T COME - Puzzling Depression;4000
1626;Joe's Wrath;3000
1627;Rocket of Whispers: Prologue;20000
1628;ClusterDisaster;2000
1629;Saint Slaughter X Days;5000
1630;PROJECT VELOCITY;2000
1631;Pixel Ripped 1989;4000
1632;Solitaire: Learn the Flags!;3000
1633;NeonCode;9000
1634;John Black: Memories;1000
1635;Chicken Labyrinth Puzzles;59000
1636;Bookers: Underground Chapter;4000
1637;Temporality;15000
1638;Trainpunk Run;1000
1639;Tiny Bird Garden Deluxe;17000
1640;The Treasure Seekers of Lady Luck;1000
1641;Forsaken Remastered;7000
1642;ECON - Elemental Connection;2000
1643;E-Startup;10000
1644;Prototype TD;1000
1645;Team A.R.G. Anthology;5000
1646;DMT: Dynamic Music Tesseract;4000
1647;Bot Tales: The Crashed;2000
1648;Golem Gates;3000
1649;Rockochet;1000
1650;The Bonfire: Forsaken Lands;6000
1651;Lanterns;6000
1652;Warring States;8000
1653;Rysen;1000
1654;Ling;4000
1655;ZombieHunt;5000
1656;USA 2020;5000
1657;Creative Destruction;1380000
1658;Balloon;2000
1659;Epic Car Factory;11000
1660;AirMech Strike;1804000
1661;OboStar;3000
1662;Space Bob vs. The Replicons;3000
1663;Lobotomy Corporation | Monster Management Simulation;300000
1664;Der Milchbauer;3000
1665;Scamp: High Hat Havoc;22000
1666;Last Resort Island;2000
1667;Iron Ground;1000
1668;Prank Bros / 欢乐兄弟;16000
1669;Venture Kid;3000
1670;Breathedge;131000
1671;Fast Dust;1000
1672;Annotation of Love;31000
1673;best game eu;8000
1674;INTRUDER - WAR AREAS;1000
1675;PostCollapse;2000
1676;Absinth;1000
1677;Unexpected Journey 奇幻之旅;2000
1678;Dominari Empires;1000
1679;Closers;724000
1680;Helidefence;12000
1681;Ballz: Farm;5000
1682;Changed;112000
1683;Killing random dudes online;1000
1684;Dungeon Crowley;3000
1685;Vagante;154000
1686;Dragon`s Checkers;1000
1687;Azure Saga: Pathfinder;5000
1688;Visage;99000
1689;Ratergy;2000
1690;Shield Impact;9000
1691;Spinheads;1000
1692;Go-Kart Racing;1000
1693;Steampunk Graveyard;3000
1694;SEQUENCE STORM;1000
1695;SAO Utils: Beta;201000
1696;ELECTRONIC STOCK TRADING SYSTEM;1000
1697;Daemon_9;2000
1698;Forest Rabbit;1000
1699;Vectorium;12000
1700;Touhou Genso Wanderer -Reloaded-;32000
1701;Space Turret Gunner 宇宙大炮手;1000
1702;Unstoppable Hamster;12000
1703;Starcats;1000
1704;Vroom Kaboom;92000
1705;Beasts of Bermuda;185000
1706;China VS Roman;3000
1707;Future Proof;1000
1708;Ganbatte;1000
1709;Instinct;6000
1710;Falling Plus;1000
1711;Stick Arena;19000
1712;Akane;45000
1713;Color by Numbers - Animals;1000
1714;幻想三國誌5/Fantasia Sango 5;17000
1715;Tabletop Basketball VR;1000
1716;EMMA The Story;3000
1717;Sheepageddon;1000
1718;Runes: The Forgotten Path;1000
1719;Wwbit;152000
1720;Thievery;1000
1721;Wormster Dash;6000
1722;永冻之壳 The Shell of Permafrost;56000
1723;Sweet Treats;1000
1724;Slab;1000
1725;Swapper Tiles;3000
1726;FPS Training;12000
1727;Mini-Dead;63000
1728;Nogard;2000
1729;审判者 The Inquisitor;3000
1730;DRONES AND RUINS;3000
1731;George VS Bonny PP Wars;13000
1732;My Lovely Daughter;28000
1733;Planet Guardian VR;2000
1734;Aesthetic World;1000
1735;Identity;44000
1736;Crappy Tube;6000
1737;EXIST;8000
1738;Lingering Fragrance;31000
1739;The Woods;1000
1740;Grottesco Absurdus;2000
1741;Hex Two;1000
1742;Crazy Washing Machine;1000
1743;Karate Krab;1000
1744;Lost;12000
1745;Professor Watts Memory Match: Cats;3000
1746;HEVN;1000
1747;Neon Force Pushers;11000
1748;PowerDirector 17 Ultimate - Video editing, Video editor, making videos;1000
1749;Super Hero Fight Club: Reloaded;2000
1750;RogueLite;1000
1751;Galactic Delivery;3000
1752;Shudder;1000
1753;Cortex;8000
1754;They have HORNS;1000
1755;Me And Dungeons;5000
1756;Airplane Sky Voyage;1000
1757;Smash Halloween Pumpkins: The Challenge;1000
1758;A Typewriter’s Story;3000
1759;Rampage of the Dead;1000
1760;Episicava - Vol. 1;1000
1761;My Grandfather's Farm;1000
1762;Stockpile;1000
1763;Ancient Frontier: Steel Shadows BETA;2000
1764;The Outlaw, The Drunk, & The Whore;1000
1765;Subject 264;1000
1766;Memory Trainer;59000
1767;Mind Over Mushroom;3000
1768;SAS VS Zombies;9000
1769;Battle royale simulator;1000
1770;Drunk Puppet;2000
1771;The Tower;1000
1772;SixGenerals | 六小将传说;4000
1773;BadLands RoadTrip;1000
1774;FlowDot;3000
1775;Taco Tom 2;1000
1776;Bowman VS Zombies;2000
1777;Entwined: The Perfect Murder;1000
1778;Apostasy;1000
1779;Confederate Express;5000
1780;Until None Remain: Battle Royale VR;4000
1781;Scary Maze;3000
1782;SMASH IT;2000
1783;Another Brick in Space;2000
1784;Tank of War-VR;3000
1785;Moon Castle;15000
1786;Samplitude Music Studio 2019 Steam Edition;1000
1787;Dog Theatre;2000
1788;Neon Universe;2000
1789;Super Captain 3D;1000
1790;Frqncy;1000
1791;D.C. S#*!storm;1000
1792;Mining Rail;2000
1793;Infinity;1000
1794;Color by Numbers - Dinosaurs;1000
1795;A Walk Along the Wall;1000
1796;TheGunRunner;1000
1797;Stary;2000
1798;Circles of hell;1000
1799;Honor Cry: Aftermath;4000
1800;Disc Golf VR;8000
1801;Dead Climb;1000
1802;Limouzik;1000
1803;Deathdays End;2000
1804;Stick Spartans;1000
1805;BSL Winter Games Challenge;1000
1806;Super X Chess;1000
1807;Drop Up;5000
1808;Oneirogen;1000
1809;Snowmania;1000
1810;NEONARCADE: adventure puzzle muse;2000
1811;Supaplex HARD;1000
1812;RoboVDino;6000
1813;Nova Wing;4000
1814;Fading Visage;8000
1815;Sci-fi Chess;3000
1816;Super Robolom;8000
1817;Farm Quest;2000
1818;Dafen Oil Painting Village: An Immersive Reality;4000
1819;Love or Loved - A Bullet For My Valentine;1000
1820;Survive: The king killer;2000
1821;M.I.N.D.;1000
1822;WatchFamily;19000
1823;Poverty is a Choice;1000
1824;Lighter Than AR;1000
1825;Scribble Plus;1000
1826;Halfway Home;2000
1827;Ammo Pigs: Armed and Delicious;2000
1828;Gravity Jump;1000
1829;Wuxing Master 五行师(CCG);40000
1830;Super Dashmatch;1000
1831;Volleying;37000
1832;Fenix Box;2000
1833;CopperCube 6 Game Engine;108000
1834;Bibi Blocksberg - Big Broom Race 3;1000
1835;Isoland;21000
1836;Battle Of Britain;1000
1837;Re Angel;2000
1838;Crime Stories : Days of Vengeance;1000
1839;0°N 0°W;7000
1840;HEROES TRIALS;1000
1841;Selenophobia;29000
1842;Battleground Shooting Training 吃鸡枪法训练器;3000
1843;ARK -the lost fairytale-;2000
1844;Turbo Tunnel;24000
1845;Acucalypse;1000
1846;Alma;2000
1847;VR Regatta - The Sailing Game;162000
1848;Galaxity Beta;11000
1849;Medieval Real Estate;2000
1850;Oakwood;10000
1851;Build Bridges;3000
1852;Oik Memory 2;5000
1853;NightmareBullet;3000
1854;Deck Casters;5000
1855;Way Out;40000
1856;Escape from the Princess;7000
1857;Trek: Travel Around the World;1000
1858;Maytroid. I swear it's a nice game too;32000
1859;Hit The Hive;1000
1860;Exiled to the Void;1000
1861;Football Game;20000
1862;Leopoldo Manquiseil;1000
1863;AtmaSphere;20000
1864;Fortune & Gloria;1000
1865;Millidor;28000
1866;Age of Giants;6000
1867;a Museum of Dubious Splendors;19000
1868;VR_PlayRoom;1000
1869;Pirate Island Rescue;1000
1870;The night of fire stealing/盗火之夜;22000
1871;The Skeleton;1000
1872;Operation Thunderstorm;20000
1873;Grim Tales: The Stone Queen Collector's Edition;1000
1874;Axis Football 2018;10000
1875;Haunted Halls: Fears from Childhood Collector's Edition;1000
1876;Multibombers;34000
1877;Maze 4D;2000
1878;Fleet Star V;1000
1879;TheNightfall;6000
1880;BigBoy - Visual Novel;1000
1881;A Front Too Far: Normandy;9000
1882;Vanguardian;7000
1883;My Sunny Resort;41000
1884;ShellBlast: Legacy Edition;2000
1885;Puzzle With Your Friends;12000
1886;"The ""Quiet, Please!"" Collection";1000
1887;Blood Waves;2000
1888;Deep Rock Galactic;2265000
1889;Fantasy Mosaics 23: Magic Forest;1000
1890;THE DEVIL HAUNTS ME;35000
1891;Miscreated;828000
1892;Queen's Tales: Sins of the Past Collector's Edition;1000
1893;Lily's Night Off;4000
1894;Professor Watts Memory Match: Puppies;1000
1895;WIN THE GAME: WTF!;5000
1896;Glass Painting: Winter Art;1000
1897;Grisaia Phantom Trigger Vol.4;37000
1898;KovaaK 2.0: The Meta;464000
1899;Gaze At Maze;1000
1900;DEATH FIELD: The Battle Royale of Disaster;19000
1901;Rym 9000;9000
1902;Next Day: Survival;402000
1903;CUBE 332;2000
1904;Toaster Jam;3000
1905;Goat Life;13000
1906;Battlerite Royale;556000
1907;Aspect;1000
1908;The Adventure of Magical Girl;7000
7633;Towards a perilous journey;3000
7634;Balls and Magnets;4000
7635;Wall Street Junior;5000
7636;ANSIBLE;4000
7637;WebbVR: The James Webb Space Telescope Virtual Experience;22000
7638;Age of Viking Conquest;3000
7639;CRACKPOT DESPOT: TRUMP WARFARE;1000
7640;Lazy Galaxy: Rebel Story;1000
7641;Plat4mer;6000
7642;Type;15000
7643;Airport Simulator 2019;13000
7644;ESCAPE FROM VOYNA: Dead Forest;1000
7645;Trivia Vault: Art Trivia;1000
7646;Kill Him! Online Wars;2000
7647;无敌荒野/Unbeatable wilderness;4000
7648;O2Jam x DancingParty;1000
7649;Blood Ancestors;4000
7650;Alien Revival - Episode 1 - Duty Calls;3000
7651;Bomb Royale;1000
7652;Bomb-Bomb;1000
7653;Lightning Angel Litona Liliche 섬광천사 리토나 리리셰;1000
7654;INFINITY CHALLENGE [IN PAUSE DUE TO DATA LOSS TO VIRUS];1000
7655;Hexanome;1000
7656;Trenchfoot;1000
7657;ReThink | Evolved 2;1000
7658;star of lemutia;4000
7659;rOt 2;9000
7660;BEAK SQUADRON;0
7661;绝望游戏 / Desperate game;9000
7662;Super Racha;0
7663;Quicken WillMaker Plus 2019 and Living Trust;0
7664;Flipside Studio;6000
7665;Ice and Fire of Maiden;0
7666;Chinese Ink Painting Puzzle & Creator / 國畫拼圖創作家;2000
7667;Bewitched game;0
7668;DEVIL GUNS;1000
7669;Slappy Ass;1000
7670;Mine Royale - Battle Royale;1000
7671;ItazuraVR;0
7672;Noahmund;1000
7673;Eroico;0
7674;Go Guess;18000
7675;Demon King Domination: Deluxe Edition;1000
7676;Beat the Blitz;7000
7677;Ace Meerkats;0
7678;Chromasia - Rock Paper Tactics;1000
7679;Where Humans Shouldn't Go;0
7680;Ashley: The Story Of Survival;5000
7681;San Camillo II;0
7682;The God;1000
7683;PowerUp Elevation;0
7684;Psychopathics;1000
7685;Rheksetor;1000
7686;Fallen Beast (Project Ora) US Version;0
7687;Eat All The Things;1000
7688;Space Hamster in Turmoil;250
7689;Dog Jam;1000
7690;Parallel Pixel;0
7691;Oneness;2000
7692;Snoobli;0
7693;World of Feudal;2000
7694;FFXV WINDOWS EDITION 4K Resolution Pack;0
7695;18 Floors;2000
7696;GOLFY GOLF;0
7697;Sim Racing Telemetry;14000
7698;Fix Race;0
7699;Hellbreaker;3000
7700;TopShot: Darkness;30
7701;Russian Prison Sport: OCHKO;2000
7702;Martha Madison: Simple Machines Volume 2;1000
7703;VRITRA COMPLETE EDITION;1000
7704;EreaDrone - The FPV Simulator;1000
7705;War Heroes: Invasion;2000
7706;DeepWeb;1000
7707;The Darkest Woods 2;2000
7708;Flinch;1000
7709;Mass O' Kyzt;1000
7710;POWERCUT, Inc.;1000
7711;Maze And Dagger;1000
7712;Storm Boy;1000
7713;BARDO;1000
7714;My zero trip;3000
7715;执行人 Executor;1000
7716;Armada Skies;6000
7717;Space Orb;1000
7718;Super Knockoff! VS;1000
7719;Aerial Guardian;36000
7720;The Prison Game;1000
7721;The Dreamlands: Aisling's Quest;1000
7722;Fancy Skiing 2: Online;4000
7723;Christmas Race 2;18000
7724;Géants disparus VR;17000
7725;Whip! Whip!;1000
7726;Urban - Episode 1;2000
7727;Quaddro 2;1000
7728;Mission Of Hero;4000
7729;Duder;1000
7730;Rent-a-Vice;2000
7731;Badminton Warrior (羽毛球勇士 中国新年版);1000
7732;Skool Daze Reskooled;2000
7733;Red Rover;2000
7734;Lovefield General: Back to Work;1000
7735;Nanome;2000
7736;Waiting for the Loop;1000
7737;การิน ปริศนาคดีอาถรรพ์ the game : ตอนพิธีเปลี่ยนชีพ;1000
7738;Escape;1000
7739;Build buildings;3000
7740;CyberLink ScreenRecorder 3 Deluxe;1000
7741;Command: The Silent Service;2000
7742;Adventure Delivery Service;1000
7743;Super Tony Land;4000
7744;Doors Push or Pull;5000
7745;BlastFX;1000
7746;谜桥 / RiddleBridge;2000
7747;Joyo Kanji Quiz;3000
7748;Sphaera;1000
7749;War of Conquest;5000
7750;Cars Arena;9000
7751;Constricted VR;1000
7752;Planet Unknown Runner;3000
7753;Solenars Edge Heroes;2000
7754;Freebot : Battle for FreeWeb;4000
7755;TRAGO;1000
7756;Evidence of Life;1000
7757;The Adventurous Four;2000
7758;Washed Up!;1000
7759;Annual;5000
7760;Dark Ghost RPG;1000
7761;Keatz: The Lonely Bird;1000
7762;Counter Fight 3;1000
7763;Hide The Body;1000
7764;NetStars - VR Goalie Trainer;1000
7765;Meow Wars: Card Battle;1000
7766;Keep Watching VR;1000
7767;20.000 Leagues Under The Sea - Captain Nemo;3000
7768;Anicon - Animal Complex - Sheep's Path;1000
7769;Xtreme Paddleball;1000
7770;Cool Headed;1000
7771;Fast Food Rampage;1000
7772;Forest Harvester Simulator;30000
7773;KryptCrawler;3000
7774;Flapping Over It;2000
7775;Sophisticated Puzzle;4000
7776;Spacepowers;1000
7777;Super Seeker;2000
7778;Distorted Illusions;6000
7779;Gimbal Gravity;1000
7780;Gates of Horn and Ivory;1000
7781;TinyWar high-speed;1000
7782;TETRA's Escape;1000
7783;Memoir;4000
7784;CryptoFarm;1000
7785;Ambition;6000
7786;Viral Cry;2000
7787;Vinylove;2000
7788;Geography Quiz;9000
7789;Master Pyrox Wizard Smackdown;1000
7790;Trip Troupe [Mixer Stream Host App];3000
7791;Linear Chicken;1000
7792;Shining Orb Prequel;14000
7793;MapleStory 2;1047000
7794;Secret Girl;1000
7795;Light in the dark;12000
7796;BLACK BIRD;3000
7797;Cryptochain;19000
7798;2084;27000
7799;Necromancer Returns;4000
7800;Battle Royale Survival;2000
7801;Swords and Sandals 5 Redux: Maximus Edition;19000
7802;Hell Shooter;5000
7803;Mimic Hunter;2000
7804;The Painter's Playground;1000
7805;PROZE: Prologue;33000
7806;Dragon Cliff;265000
7807;Unmanned helicopter;2000
7808;Houdini Indie;3000
7809;Kid,napper: Gosh, I'm Kidnapped by a Pupil;188000
7810;Angry Ball VR;1000
7811;The Initiate 2: The First Interviews;1000
7812;Evolo.SpiderSim;4000
7813;Rigid Force Alpha;1000
7814;CHRONO TRIGGER;212000
7815;Horror Rollercoaster;1000
7816;Unmoor;12000
7817;Slap City;123000
7818;Nobody Knows;1000
7819;水时钟-Water_Clock;6000
7820;Dinosaurus Life VR;2000
7821;Space Simulator;9000
7822;PRO EVOLUTION SOCCER 2019 LITE;547000
7823;Chronus Arc;2000
7824;TREE;163000
7825;Hexaverse;1000
7826;Pixel FX Designer;4000
7827;Deplau;1000
7828;Vicious Attack Llama Apocalypse;2000
7829;Secret of Mana;156000
7830;Vadine: Bite-Man;1000
7831;The Royal Marines Commando;11000
7832;Swarmlake;64000
7833;Beard & Axe;1000
7834;Winions: Mana Champions;81000
7835;FARIA: Spiritbird;1000
7836;Bully Beatdown;1000
7837;Welcome to the Game II;90000
7838;Cassandra's Fabulous Foray;2000
7839;North Stars;29000
7840;Fallen ~Makina and the City of Ruins~;163000
7841;Haunted Legends: The Dark Wishes Collector's Edition;2000
7842;SAWKOBAN;44000
7843;Red Blue;1000
7844;#WarGames;7000
7845;Shoot'n'Scroll 3D;2000
7846;Hyperspace Dogfights;1000
7847;Hand of the Gods;247000
7848;Project GR-5LYR: Galactic Relocation;1000
7849;Satellite;4000
7850;The Jackbox Party Pack 5;122000
7851;Amaranthine Voyage: The Obsidian Book Collector's Edition;1000
7852;The Haunted Graveyard;1000
7853;東方幕華祭 TouHou Makuka Sai ~ Fantastic Danmaku Festival;23000
7854;The Fiend's Tavern;1000
7855;Horror Legends;3000
7856;Light Bearers;192000
7857;Horde Of Plenty;5000
7858;Idle Hunter;11000
7859;Soccer Manager 2019;214000
7860;The Arcslinger;1000
7861;Nowhere Patrol;1000
7862;Cattle and Crops;33000
7863;Mayan Prophecies: Blood Moon Collector's Edition;1000
7864;Filthy Hands;11000
7865;Jets'n'Guns 2;30000
7866;Impossibox;2000
7867;Rival Megagun;7000
7868;Dungeon Warfare 2;55000
7869;Wildlife Park Gold Reloaded;5000
7870;This Child Of Mine;12000
7871;Leaflet Love Story;16000
7872;Piano Play 3D;5000
7873;oVRshot;4000
7874;Capcom Beat 'Em Up Bundle / カプコン ベルトアクション コレクション;20000
7875;Project 59;1000
7876;Danger Zone 2;3000
7877;Old School Musical;21000
7878;Xmas Zombie Rampage 2;1000
7879;Maidens of a Hollow Dream;3000
7880;Flowers -Le volume sur ete-;8000
7881;Unbroken Warrior;1000
7882;SCP-087: Recovered document;5000
7883;Otaku's Fantasy 2;92000
7884;PixNautiCraft;1000
7885;Open Sewer;3000
7886;Boobs Saga;28000
7887;Tale of Palmi;1000
7888;Click and Manage Tycoon;7000
7889;MOMO.EXE;11000
7890;Raptainment;1000
7891;Cycle 28;12000
7892;Pamali: Indonesian Folklore Horror;16000
7893;The Seven Chambers;2000
7894;Before Nightfall;3000
7895;In Celebration of Violence;35000
7896;Conjure Strike;2000
7897;Social Club VR : Casino Nights;2000
7898;Hokan: Monster Slayer;2000
7899;The Emulator;13000
7900;FAST BEAT LOOP RACER GT | 環狀賽車GT;45000
7901;Ancient Tower;2000
7902;HELLMUT: The Badass from Hell;1000
7903;My Big Sister;11000
7904;Dega Madness;1000
7905;Mountain Troll;14000
7906;Lucy Got Problems;15000
7907;Robikon;4000
7908;The Brink 尘与土的边缘;1000
7909;Frontier Pilot Simulator;17000
7910;DrillMania;2000
7911;Idle Kingdom Builder;21000
7912;Protolife;48000
7913;Zap, Blast, Loot;1000
7914;After the Collapse;3000
7915;NAIRI: Tower of Shirin;10000
7916;Echoes of the Past: Wolf Healer Collector's Edition;1000
7917;Ultra Space Battle Brawl;4000
7918;AO International Tennis;15000
7919;Roller Coaster Apocalypse VR;1000
7920;Groove Studio;2000
7921;Guns'n'Stories: Bulletproof VR;13000
7922;Crazzers;1000
7923;Epic Loon;6000
7924;Mech Troid;2000
7925;Zap Zap Zombie Cats;11000
7926;Welcome to Princeland;18000
7927;A More Beautiful World - A Kinetic Visual Novel;2000
7928;ShyChess;4000
7929;Steampunk Tower 2;36000
7930;Shadow Wolf Mysteries: Under the Crimson Moon Collector's Edition;1000
7931;Memento of Spring;1000
7932;Struckd - 3D Game Creator;105000
7933;Duck's Inferno;2000
7934;Blazing Core (beta);35000
7935;Psychonauts in the Rhombus of Ruin;10000
7936;Play Top Frag;1000
7937;PAPER FIRE ROOKIE (Formerly Paperville Panic);3000
7938;Neos VR;45000
7939;Sabreurs - A Noble Duel;1000
7940;ARENA 3D;2000
7941;Trapper's Delight;14000
7942;Divine Miracle Defense;1000
7943;Russian Roads;1000
7944;UnHolY DisAsTeR;11000
7945;Catch'em;1000
7946;Star Singularity;3000
7947;Apex Hunters;1000
7948;Google Spotlight Stories: Piggy;13000
7949;Story: Heaven & Hell (Complete Edition);57000
7950;The Void Rains Upon Her Heart;2000
7951;TapRPG - Homeland;2000
7952;Internet Simulator;3000
7953;Stickman in the Portal;14000
7954;螢幕判官 Behind the Screen;10000
7955;CubicPanic;7000
7956;Chop is dish;1000
7957;Space Pilgrim Academy: Year 2;5000
7958;Kiitsu;3000
7959;Fenrisulfr Puzzle;5000
7960;Runewards: Strategy Card Game;16000
7961;Sakura Cupid;30000
7962;Orbits;7000
7963;Impale;1000
7964;Abo Khashem;6000
7965;Tennis World Tour;18000
7966;Magical Star Pillars;3000
7967;Nova Flow;1000
7968;CRYEP;3000
7969;Keys;4000
7970;Archery Blast;7000
7971;Bubblien Pop;1000
7972;The Cage;4000
7973;Arkhangel: The House of the Seven Stars;1000
7974;Emergency Robot Simulator;2000
7975;Lady's Hentai Mosaic;4000
7976;The Neon Boy;1000
7977;Life's Playground;3000
7978;Go Outside Simulator;3000
7979;Lifeblood;3000
7980;Trivia Vault: Food Trivia;2000
7981;MUTATION PHASE;1000
7982;Spectrum Analyzer;5000
7983;PRE:ONE;2000
7984;Miss Fisher and the Deathly Maze;8000
7985;DDS (D.I.Y Drone Simulator);1000
7986;Canek: Quest for Corn [Demo];6000
7987;Hanger World;1000
7988;Fruit for the Village;1000
7989;Achievement Lurker: Another one bites the dust;1000
7990;CoreOptimizer;3000
7991;Potion island;1000
7992;Portal Journey: Portarius;1000
7993;My Cabin And I;1000
7994;Mazes and Mages;1000
7995;StickyBots;1000
7996;Bad Pad;1000
7997;Forgotten Sound 2: Destiny;1000
7998;Small Sister;2000
7999;Trivia Vault: Mixed Trivia 2;1000
8000;JumpoPitec;5000
8001;Classic Card Games 3D;1000
8002;Just Beat Em Up : World of Fury;1000
8003;Double Head Shark Attack;1000
8004;Save Them;1000
8005;Gravity Light;8000
8006;Heart'n Block;1000
8007;You Have 10 Seconds 3;4000
8008;Starfighter General;1000
8009;Alpha & Beta;1000
8010;Yacht Simulator VR;2000
8011;Draw It! 2;7000
8012;Twilight on Yulestead;1000
8013;The End: Inari's Quest;4000
8014;No More Pop Music - Annihilation;0
8015;Bike Dash Excite!;45000
8016;Modding tools for Cross Racing Championship Extreme;0
8017;尸狱末日 Dead Prison;8000
8018;Merv Liberation;1000
8019;The Great Emu War;2000
8020;Second Chance;0
8021;The Art Theft by Jay Doherty;7000
8022;Veccol;0
8023;NARK THE DRAGON;16000
8024;Agony UNRATED;0
8025;Galactic Harvester;2000
8026;Evenicle;0
8027;VR2: Vacate 2 Rooms (Virtual Reality Escape);1000
8028;Pandas Die;0
8029;Bang Bang Fruit 3;2000
8030;海底寻宝;0
8031;What Are You Stupid;1000
8032;Mandy's Room;0
8033;A Story of a Band;1000
8034;World's Greatest Cities Mosaics;0
8035;Lords of Kingdoms;113000
8036;Shoot-No-Shoot;0
8037;The Piano;2000
8038;Unexpected Circumstances;0
8039;Smart Cube;1000
8040;ulxrd;1000
8041;Revoke;1000
8042;Negligee: Love Stories (adult ver);1000
8043;Shadow Blood VR;0
8044;PUZZLE: LANDSCAPES;6000
8045;AS+CEND;1000
8046;Roman Adventures: Britons. Season 1;1000
8047;Realms of Supremacy;0
8048;Super Star Panda;2000
8049;Two Inns at Miller's Hollow;0
8050;Squally;1000
8051;Black Circle;0
8052;A Collection of Bad Moments;9000
8053;Brick vs. Paddle;250
8054;Simplex Mundi;4000
8055;Professor Teaches QuickBooks 2018;0
8056;Handball Action Total;1000
8057;Masplado;0
8058;Wheelchair Simulator;2000
8059;Myths of the World: Spirit Wolf Collector's Edition;1000
8060;Varion;2000
8061;Reboant - Endless Dawn;1000
8062;Shennong: Taste of Illusion;4000
8063;UpBreakers;2000
8064;DOJAGI: The Korean Pottery;2000
8065;Gilded;1000
8066;Save her, from dreams;8000
8067;Anchorhead;1000
8068;Animals Memory: Insect;2000
8069;Drunkenpants;3000
8070;Ashes;2000
8071;Welcome Back Daddy;1000
8072;Duality;1000
8073;Bob The Cube;3000
8074;Yumori Forest;1000
8075;PIDO1;2000
8076;The Mark of Robot;9000
8077;Antirocketh;5000
8078;Time Tenshi Paradox: Episode 2;2000
8079;Mutation Mayhem;15000
8080;The Land of Glass;1000
8081;Animals Memory: Birds;1000
8082;Double Shot;1000
8083;Subterraneus;1000
8084;FINAL FANTASY XV WINDOWS EDITION MOD ORGANIZER;35000
8085;Data mining;2000
8086;VR Slots 3D;6000
8087;Pure Football 2018;1000
8088;Hentai Lady;1000
8089;Heaven & Hell;1000
8090;Innocent Forest: The Bird of Light;1000
8091;Kate's Test;2000
8092;Relaxicon;2000
8093;Super BOO Quest;1000
8094;Air Combat XF;5000
8095;❂ Hexaluga ❂ Weapon and Shield ☯;2000
8096;Love Hentai: Sexy Body;2000
8097;Highway of death;1000
8098;Cut The Ex-Girlfriends;2000
8099;Fragmania.gg (BETA);4000
8100;Kaet Must Die!;1000
8101;The Bell Chimes for Gold;1000
8102;BlackSimulator;2000
8103;Foxus;11000
8104;70 Seconds Survival;5000
8105;M4 Tank Brigade;2000
8106;Feelin;2000
8107;Mirage of Dragon;3000
8108;American University Life ~Welcome Week!~;1000
8109;Oops!!! I Slept With Your Mom;1000
8110;Steel Dungeon 钢铁地牢;1000
8111;John Lazarus - Episode 1: Dead Man's Origin;1000
8112;Octo Gravity;1000
8113;The Clean Up Clyde Collection;1000
8114;VR Robotics Simulator;2000
8115;Infernales: Circles of Hell;1000
8116;Strip Breaker : Hentai Girls;2000
8117;Ice Caves of Europa;5000
8118;Trainiac;1000
8119;Eternal Man: Village;3000
8120;Deep Space Shooter;8000
8121;Cyber Surf;6000
8122;L-Way;1000
8123;Secrets of the Past: Dion;1000
8124;HATCHICK;1000
8125;GUNS 'n GUTS;1000
8126;Wolf Balls;1000
8127;Police Patrol;7000
8128;Chess Puzzles;6000
8129;Volkstein;24000
8130;X-Fire VR;1000
8131;PhotoDirector 10 Ultra - Photo editor, photo editing software;1000
8132;Félix VR;4000
8133;COMPLEX a VR Puzzle Game;1000
8134;Les Misérables: Jean Valjean;2000
8135;QuiVr Vanguard;2000
8136;Baseball Mogul 2018;6000
8137;Colourless;1000
8138;Amora;2000
8139;Colony On Mars;9000
8140;Sign Here: _________;2000
8141;Love at Elevation;1000
8142;HELI;2000
8143;Alchemy Classic;1000
8144;Echoes in White;1000
8145;Innocent VR;1000
8146;VR-X Player Steam Edition;16000
8147;After Hours;2000
8148;Astraeus;1000
8149;VR Party Club;1000
